District_Name,UnitName,predicted_FIRs_next_year,trend_direction
TUMAKURU,CHIKKANAYAKANAHALLI PS,108.16,increasing
TUMAKURU,THILAK PARK PS,108.59,increasing
TUMAKURU,KODIGENAHALLI PS,117.12,increasing
TUMAKURU,TUMAKURU TOWN PS,117.12,increasing
TUMAKURU,MADHUGIRI PS,120.11,increasing
TUMAKURU,PATANAYAKANAHALLI PS,128.21,increasing
TUMAKURU,JAYANAGARA PS,135.89,increasing
TUMAKURU,AMRUTHUR PS,141.87,increasing
TUMAKURU,KORA PS,162.77,increasing
TUMAKURU,KALLAMBELLA PS,173.44,increasing
TUMAKURU,HULIYAR PS,177.28,increasing
TUMAKURU,PAVAGADA PS,180.91,increasing
TUMAKURU,HULIYURDURGA PS,190.72,increasing
TUMAKURU,TIPTUR TOWN PS,194.13,increasing
TUMAKURU,HEBBUR PS,199.04,increasing
TUMAKURU,KORATAGERE PS,218.67,increasing
TUMAKURU,TURUVEKERE PS,248.11,increasing
TUMAKURU,TUMAKURU TRAFFIC PS,251.73,increasing
TUMAKURU,GUBBI PS,272.85,increasing
TUMAKURU,KYATHASANDRA PS,273.92,increasing
TUMAKURU,SIRA PS,273.92,increasing
TUMAKURU,TUMAKURU RURAL PS,288.43,increasing
TUMAKURU,KUNIGAL PS,335.57,increasing
UDUPI,AJEKAR PS,27.31,increasing
UDUPI,AMASEBAILU PS,36.91,increasing
UDUPI,UDUPI WOMEN PS,42.03,increasing
UDUPI,KOLLUR PS,58.88,increasing
UDUPI,HEBRI PS,63.36,increasing
UDUPI,KUNDAPURA RURAL PS,64.0,increasing
UDUPI,HIRIADKA PS,72.96,increasing
UDUPI,UDUPI CEN CRIME PS,80.7,increasing
UDUPI,SHIRVA PS,89.81,increasing
UDUPI,UDUPI TRAFFIC PS,97.28,increasing
UDUPI,KARKALA TOWN PS,98.77,increasing
UDUPI,UDUPI TOWN PS,99.84,increasing
UDUPI,KARKALA RURAL PS,104.11,increasing
UDUPI,PADUBIDRI PS,103.32,increasing
UDUPI,KUNDAPURA TRAFFIC PS,106.24,increasing
UDUPI,SHANKARANARAYANA PS,109.01,increasing
UDUPI,GANGOLLI PS,119.47,increasing
UDUPI,KUNDAPURA PS,125.87,increasing
UDUPI,MALPE PS,129.92,increasing
UDUPI,KAPU PS,146.77,increasing
UDUPI,BRAHMAVAR PS,146.73,increasing
UDUPI,KOTA PS,198.61,increasing
UDUPI,MANIPAL PS,204.59,increasing
UDUPI,BYNDOOR PS,208.0,increasing
UTTARA KANNADA,AMBIKANAGAR PS,8.69,stable
UTTARA KANNADA,KADRA PS,12.75,increasing
UTTARA KANNADA,MALLAPURA PS,19.4,increasing
UTTARA KANNADA,UK CEN CRIME PS,22.62,increasing
UTTARA KANNADA,UK WOMEN PS,24.32,increasing
UTTARA KANNADA,JOIDA PS,37.12,increasing
UTTARA KANNADA,KARWAR TRAFFIC PS,48.85,increasing
UTTARA KANNADA,DANDELI RURAL PS,52.44,increasing
UTTARA KANNADA,CHITTAKULA PS,55.19,increasing
UTTARA KANNADA,RAMANAGAR PS,59.8,increasing
UTTARA KANNADA,GOKARNA PS,62.51,increasing
UTTARA KANNADA,KARWAR RURAL PS,65.49,increasing
UTTARA KANNADA,SIRSI NEW MARKET PS,66.47,increasing
UTTARA KANNADA,SIRSI TOWN PS,78.26,increasing
UTTARA KANNADA,MURUDESHWAR PS,81.38,increasing
UTTARA KANNADA,KARWAR TOWN PS,78.84,increasing
UTTARA KANNADA,BHATKAL TOWN PS,82.61,increasing
UTTARA KANNADA,BHATKAL RURAL PS,93.93,increasing
UTTARA KANNADA,SIRSI RURAL PS,94.82,increasing
UTTARA KANNADA,DANDELI TOWN PS,104.32,increasing
UTTARA KANNADA,BANAVASI PS,104.96,increasing
UTTARA KANNADA,MANKI PS,109.01,increasing
UTTARA KANNADA,YELLAPURA PS,110.99,increasing
UTTARA KANNADA,SIDDAPURA PS,132.18,increasing
UTTARA KANNADA,KUMTA PS,137.03,increasing
UTTARA KANNADA,MUNDGOD PS,142.42,increasing
UTTARA KANNADA,ANKOLA PS,159.48,increasing
UTTARA KANNADA,HALIYAL PS,172.8,increasing
UTTARA KANNADA,HONNAVARA PS,195.28,increasing
VIJAYANAGARA,HAMPI TRAFFIC PS,8.8,increasing
VIJAYANAGARA,HOSPET EXTENTION PS,7.28,increasing
VIJAYANAGARA,T.B. HALLI PS,8.67,increasing
VIJAYANAGARA,HOSPET TRAFFIC PS,15.68,increasing
VIJAYANAGARA,ITTIGI PS,16.52,increasing
VIJAYANAGARA,T.B. DAM PS,17.78,increasing
VIJAYANAGARA,GUDEKOTE PS,18.63,increasing
VIJAYANAGARA,HAMPI TOURISM PS,20.74,increasing
VIJAYANAGARA,HOSPET TOWN PS,24.7,increasing
VIJAYANAGARA,CHITTAVADAGI PS,26.0,increasing
VIJAYANAGARA,KAMALAPUR PS,28.0,increasing
VIJAYANAGARA,CHIGATERI PS,34.24,increasing
VIJAYANAGARA,HAGARIBOMMANAHALLI PS,36.07,increasing
VIJAYANAGARA,HOSPET RURAL PS,36.4,increasing
VIJAYANAGARA,HOSAHALLI PS,42.57,increasing
VIJAYANAGARA,HADAGALI PS,44.2,increasing
VIJAYANAGARA,KOTTUR PS,43.07,increasing
VIJAYANAGARA,HIREHADAGALI PS,49.14,increasing
VIJAYANAGARA,ARASIKERE PS,60.48,increasing
VIJAYANAGARA,MARIYAMMANAHALLI PS,84.8,increasing
VIJAYANAGARA,HALAVAGILU PS,69.12,increasing
VIJAYANAGARA,HARAPANAHALLI PS,81.15,increasing
VIJAYANAGARA,KUDLIGI PS,103.2,increasing
VIJAYAPUR,ALAMATTI PS,10.24,increasing
VIJAYAPUR,VIJAYAPURA CEN CRIME PS,36.05,increasing
VIJAYAPUR,APMC PS,66.56,increasing
VIJAYAPUR,KUDAGI PS,67.84,increasing
VIJAYAPUR,ADARSH NAGAR PS,85.33,increasing
VIJAYAPUR,MANAGULI PS,86.68,increasing
VIJAYAPUR,KOLHAR PS,90.45,increasing
VIJAYAPUR,JALANAGAR PS,91.09,increasing
VIJAYAPUR,CHADACHAN PS,94.93,increasing
VIJAYAPUR,ZALAKI PS,104.53,increasing
VIJAYAPUR,KALKERI PS,106.67,increasing
VIJAYAPUR,NIDAGUNDI PS,111.79,increasing
VIJAYAPUR,INDI PS,115.41,increasing
VIJAYAPUR,ALMEL PS,119.25,increasing
VIJAYAPUR,HORTTI PS,129.92,increasing
VIJAYAPUR,GOLGUMBAZ PS,133.97,increasing
VIJAYAPUR,VIJAYAPURA WOMEN PS,139.88,increasing
VIJAYAPUR,TIKOTA PS,139.31,increasing
VIJAYAPUR,BABALESHWAR PS,142.93,increasing
VIJAYAPUR,TALIKOT PS,156.52,increasing
VIJAYAPUR,DEVARA HIPPARAGI PS,154.45,increasing
VIJAYAPUR,MUDDEBIHAL PS,167.68,increasing
VIJAYAPUR,VIJAYAPURA TRAFFIC PS,173.65,increasing
VIJAYAPUR,GANDHI CHOWK PS,181.33,increasing
VIJAYAPUR,BASAVAN BAGEWADI PS,206.29,increasing
VIJAYAPUR,INDI RURAL PS,209.71,increasing
VIJAYAPUR,SINDAGI PS,263.89,increasing
VIJAYAPUR,VIJAYAPURA RURAL PS,268.8,increasing
YADGIR,YADGIRI CEN CRIME PS,8.8,increasing
YADGIR,NARAYANAPURA PS,21.44,increasing
YADGIR,YADGIRI WOMEN PS,39.68,increasing
YADGIR,KODEKAL PS,46.34,increasing
YADGIR,HUNASAGI PS,56.75,increasing
YADGIR,BHEEMARAYANAGUDI PS,57.6,increasing
YADGIR,GOGI PS,58.11,increasing
YADGIR,YADGIRI TOWN PS,63.04,increasing
YADGIR,YADGIRI TRAFFIC PS,71.25,increasing
YADGIR,WADIGERE PS,77.44,increasing
YADGIR,SAIDAPUR PS,86.08,increasing
YADGIR,YADGIRI RURAL PS,96.0,increasing
YADGIR,GURUMITKAL PS,100.48,increasing
YADGIR,KEMBHAVI PS,110.08,increasing
YADGIR,SHAHAPUR PS,113.82,increasing
YADGIR,SHORAPUR PS,118.19,increasing
